site_id,plantation_day,day_cos,day_sin,initial_N_rate,other_N,DTTD,SRAD,TMAX,TMIN,N_uptake,inorganic_N
1,0,1.0,0.0,0.07633614309165536,0.2448975717713886,1.6434422521284282,0.9905471235434814,1.736875426631609,0.2968393849703518,-1.623177296001425,0.3893416819425974
1,1,0.9946998756145891,0.1028209971373604,0.07633614309165536,0.2448975717713886,0.23772819622207095,-0.8135701915135376,0.29290524840575427,-0.029035889252412513,-1.623177296001425,0.461591008914334
1,2,0.9788556850953578,0.2045520661262008,0.07633614309165536,0.2448975717713886,0.4429919969657003,0.9905471235434814,0.29290524840575427,-0.029035889252412513,-1.623177296001425,0.4814964368926631
1,3,0.9526353808033825,0.30411483232751785,0.07633614309165536,0.2448975717713886,1.3710857910886918,0.9905471235434814,1.3510696354581737,0.2968393849703518,-1.623177296001425,0.49695456682365485
1,4,0.9163169044870048,0.40045390565126643,0.07633614309165536,0.2448975717713886,1.0516335659999854,0.5971646385485403,0.9819734486686973,0.2968393849703518,-1.623177296001425,0.5347590454262616
1,5,0.8702852410301553,0.4925480679538644,0.07633614309165536,0.2448975717713886,1.2585614817661153,0.7943168979533657,0.9819734486686973,0.6478320329691748,-1.1795458196871054,0.5528758167871809
1,6,0.8150283375168114,0.5794210982045637,0.07633614309165536,0.2448975717713886,1.2585614817661153,0.7943168979533657,0.9819734486686973,0.6478320329691748,-1.1795458196871054,0.5770908932677568
1,7,0.7511319308705199,0.6601521206712317,0.07633614309165536,0.2448975717713886,1.1609525334806265,0.5971646385485403,0.6293366513923434,1.0246040561387237,-1.1795458196871054,0.5954866523913579
1,8,0.6792733388972931,0.733885366432199,0.07633614309165536,0.2448975717713886,-0.16464605467031415,-0.4043263119493451,-0.6217570947743065,0.2968393849703518,-1.1795458196871054,0.6513845529036045
1,9,0.6002142805483682,0.7998392447397193,0.07633614309165536,0.2448975717713886,0.466699930721861,1.1858994660163487,0.29290524840575427,-0.029035889252412513,-1.1795458196871054,0.6658217324339628
1,10,0.5147928015098308,0.8573146280763323,0.07633614309165536,0.2448975717713886,0.4193799679828504,0.7943168979533657,0.29290524840575427,-0.029035889252412513,-1.1832985007163437,0.6649186133234358
1,11,0.42391439070986076,0.9057022630804714,0.07633614309165536,0.2448975717713886,0.12856198589030932,-1.4392021165653264,-0.3323773402473513,0.6478320329691748,-1.1199636182311856,0.6974305336767953
1,12,0.32854238191083485,0.9444892287836613,0.07633614309165536,0.2448975717713886,0.26059169533626925,-0.20171866217769222,-0.02757871393912171,0.2968393849703518,-1.0091655698246447,0.7435497762394369
1,13,0.22968774213179552,0.9732643737003825,0.07633614309165536,0.2448975717713886,0.23772819622207095,0.5971646385485403,0.29290524840575427,-0.3304698501822342,-0.9024661565079483,0.6973781052390348
1,14,0.12839835514655099,0.9917226741361015,0.07633614309165536,0.2448975717713886,0.5786073192552365,0.19989453830497808,0.6293366513923434,-0.029035889252412513,-0.7969078490286359,0.7031384932507915
1,15,0.025747913654988658,0.999668467514313,0.07633614309165536,0.2448975717713886,0.6557389391441886,0.7943168979533657,0.6293366513923434,-0.029035889252412513,-0.6863508507382308,0.6755751582372985
1,16,-0.07717546212664618,0.9970175264485267,0.07633614309165536,0.2448975717713886,1.0777151203005928,0.7943168979533657,0.9819734486686973,0.2968393849703518,-0.5695808382518277,0.6587471237780866
1,17,-0.17928075881073566,0.9837979515735163,0.07633614309165536,0.2448975717713886,0.6802974030610193,0.9905471235434814,0.6293366513923434,-0.029035889252412513,-0.4595825547322834,0.6525598047829979
1,18,-0.2794856348516094,0.9601498736716018,0.07633614309165536,0.2448975717713886,0.5584701992775025,0.7943168979533657,0.9819734486686973,-0.6081536433800718,-0.3338441057716022,0.644749646851682
1,19,-0.376727893635185,0.926323968251495,0.07633614309165536,0.2448975717713886,1.0907925829483036,0.39904175744710235,1.3510696354581737,-0.029035889252412513,-0.0659897122360807,0.6298076293172251
1,20,-0.46997674302732007,0.8826787983255474,0.07633614309165536,0.2448975717713886,1.2764505050084494,0.39904175744710235,1.3510696354581737,0.2968393849703518,0.05420571717888259,0.5843564963138697
1,21,-0.5582437220268649,0.8296770135526188,0.07633614309165536,0.2448975717713886,1.2764505050084494,0.39904175744710235,1.3510696354581737,0.2968393849703518,0.1597977775731586,1.0976653955283517
1,22,-0.6405931786981751,0.7678804460366001,0.07633614309165536,0.2448975717713886,0.23772819622207095,0.5971646385485403,0.29290524840575427,-0.3304698501822342,0.254836213996586,1.0360983714836722
1,23,-0.7161521883143931,0.6979441547663439,0.07633614309165536,0.2448975717713886,0.08034498681725731,0.5971646385485403,0.29290524840575427,-0.6081536433800718,0.3448612947568071,1.0300752793125243
1,24,-0.7841198065767103,0.620609481827423,0.07633614309165536,0.2448975717713886,0.21117443864592592,0.39904175744710235,0.29290524840575427,-0.3304698501822342,0.4354191504873359,1.0229311605947968
1,25,-0.8437755598231856,0.5366961939916005,0.07633614309165536,0.2448975717713886,-0.3031283338468165,0.19989453830497808,0.29290524840575427,-0.6081536433800718,0.5171546553867183,1.0012436725404743
1,26,-0.8944870822287956,0.44709379298511387,0.07633614309165536,0.2448975717713886,-0.6312790201138196,0.7943168979533657,-0.02757871393912171,-0.8627946591917508,0.6068482398969416,0.9689415653132849
1,27,-0.9357168190404935,0.352752086549095,0.07633614309165536,0.2448975717713886,-0.4704127877302913,0.7943168979533657,-0.02757871393912171,-0.6081536433800718,0.6921349956854929,0.9197795592266725
